Date,SP_Adj_Close,Silver,Gold,Corn,Soybeans,Sugar,SP1_Close,DJI_YAHOO,USDEUR_Rate,USDJPY_Rate,USDGBP_Rate,USDCNY_Rate,DAX,Australia,DJI,Frankfurt,HongKong,London,NASDAQ,Nikkei,Paris,Treasury
01/04/93,,,,,,,,,,,,,,,,,,,,,,
01/05/93,-0.00239445828056,,,,,,-0.0020708697653,-0.000392998579159,,-0.000199902447606,-0.0112758116838,,0.0161269433391,0.0024052458651,-0.000392998579159,0.0161269433391,0.0198630488464,-0.00984609720323,0.00376670358914,-0.00896514872647,0.00416040241849,0.0
01/06/93,0.000414234107881,,,,,,0.0014933946008,-0.000816894590343,,-7.19700604549e-05,-0.00607278403479,,0.0,-0.0161435388532,-0.000816894590343,0.0,0.00692720096823,-0.00268934819533,0.011014078264,-0.00357504617768,0.00473216127854,0.00673400673401
01/07/93,-0.00879896432385,,,,,,-0.0117387261739,-0.011073722851,,0.00174024107927,0.00403321725812,,-0.00901136077796,-0.00823557045435,-0.011073722851,-0.00901136077796,-0.00710262494998,-0.00337298064974,-0.00536700119716,-0.000119182408676,-0.00818648739496,0.0181818181818
01/08/93,-0.00391568126556,,,,,,-0.00116360251338,-0.00532029400006,,0.0,0.0,,-0.00718250081619,-0.0209877856835,-0.00532029400006,-0.00718250081619,-0.00320090181682,-0.0061803548524,-0.00147664678241,-0.0087766756838,0.00437222071949,-0.0134003350084
01/11/93,0.00440891970552,,,,,,0.0030162412993,0.00340198602427,,-0.000143710280075,-0.00664464658699,,0.00032637075718,0.00866365988969,0.00340198602427,0.00032637075718,0.0252948119231,-0.00930267899029,0.00760551262818,-0.00271247739602,-0.0209412545479,-0.00674536256324
01/12/93,0.000208790363124,,,,,,0.00104299455325,0.000551369233597,,0.00275482093664,-0.000946378093512,,-0.00117634888096,-0.0037551564068,0.000551369233597,-0.00117634888096,-0.000317439222383,-0.00562021848174,-0.00434176458591,0.00545530843475,-0.0099064595473,0.00336134453782
01/13/93,0.00459550147702,,,,,,0.00438444675205,-0.000306410099277,,0.00138345577712,0.00318923459911,,-0.00903392746456,-0.0104513869739,-0.000306410099277,-0.00903392746456,0.0185855618696,-0.00458960870401,0.0106730200217,-0.00986802276305,-0.00802246788219,-0.00337268128162
01/14/93,0.00667523738737,,,,,,0.00676140270456,0.00131582973775,,0.000373552484124,0.00198757916857,,0.00472530762718,0.00871061950043,0.00131582973775,0.00472530762718,0.0189297470899,0.00503765665658,0.0128215938567,-0.000121094696052,0.011644025506,-0.00850340136054
01/15/93,0.00276791036625,,,,,,0.000343681979608,0.000978264192473,,0.000849705382526,0.00309024433634,,0.0135310276607,0.0121895262972,0.000978264192473,0.0135310276607,-0.00313368824059,0.00213379146898,0.00207991386371,,0.012916630896,-0.0137931034483
